temperature,humidity,id,timestamp
26.9,72.0,3776,2025-09-20T00:38:28.942065Z
26.2,72.0,3821,2025-09-20T00:43:31.049512Z
26.3,72.0,3866,2025-09-20T00:48:33.100902Z
26.1,72.0,3911,2025-09-20T00:53:35.141088Z
26.8,72.0,3956,2025-09-20T00:58:37.168661Z
26.9,72.0,4001,2025-09-20T01:03:39.779840Z
26.6,72.0,4046,2025-09-20T01:08:46.050510Z
26.6,72.0,4091,2025-09-20T01:13:48.070866Z
26.5,72.0,4136,2025-09-20T01:18:50.255743Z
26.3,72.0,4181,2025-09-20T01:23:52.227497Z
26.3,72.0,4226,2025-09-20T01:28:54.308260Z
26.5,72.0,4271,2025-09-20T01:33:56.370071Z
26.8,72.0,4316,2025-09-20T01:39:02.734669Z
26.9,72.0,4361,2025-09-20T01:44:04.978274Z
26.6,72.0,4406,2025-09-20T01:49:07.009292Z
26.3,72.0,4451,2025-09-20T01:54:09.039329Z
26.6,72.0,4496,2025-09-20T01:59:11.047760Z
26.9,72.0,4541,2025-09-20T02:04:13.127471Z
26.9,71.0,4586,2025-09-20T02:09:19.432033Z
26.9,72.0,4631,2025-09-20T02:14:21.492829Z
26.7,72.0,4676,2025-09-20T02:19:23.574859Z
26.0,72.0,4721,2025-09-20T02:24:25.579133Z
26.6,72.0,4766,2025-09-20T02:29:27.660564Z
26.5,72.0,4811,2025-09-20T02:34:29.657843Z
26.3,72.0,4856,2025-09-20T02:39:36.211507Z
26.8,71.0,4901,2025-09-20T02:44:38.297077Z
26.0,72.0,4946,2025-09-20T02:49:40.271737Z
26.8,72.0,4991,2025-09-20T02:54:42.367979Z
26.3,72.0,5036,2025-09-20T02:59:44.374333Z
26.4,72.0,5081,2025-09-20T03:04:46.601978Z
26.6,72.0,5126,2025-09-20T03:09:52.903340Z
26.0,72.0,5171,2025-09-20T03:14:54.935292Z
26.3,72.0,5216,2025-09-20T03:19:56.962966Z
26.7,72.0,5261,2025-09-20T03:24:58.944706Z
26.2,72.0,5306,2025-09-20T03:30:01.014172Z
26.1,72.0,5351,2025-09-20T03:35:03.022483Z
26.8,71.0,5396,2025-09-20T03:40:09.337572Z
26.7,72.0,5441,2025-09-20T03:45:11.315333Z
26.7,71.0,5486,2025-09-20T03:50:13.356368Z
26.2,71.0,5531,2025-09-20T03:55:15.448591Z
26.2,72.0,5576,2025-09-20T04:00:17.573024Z
26.8,71.0,5621,2025-09-20T04:05:19.517445Z
26.1,71.0,5666,2025-09-20T04:10:25.731714Z
26.3,71.0,5711,2025-09-20T04:15:27.741563Z
26.9,71.0,5756,2025-09-20T04:20:29.729185Z
26.8,72.0,5801,2025-09-20T04:25:31.631319Z
26.8,71.0,5846,2025-09-20T04:30:33.606246Z
26.9,71.0,5891,2025-09-20T04:35:35.569348Z
26.2,72.0,5936,2025-09-20T04:40:41.828076Z
26.7,72.0,5981,2025-09-20T04:45:43.806139Z
26.6,72.0,6026,2025-09-20T04:50:45.782938Z
26.2,71.0,6071,2025-09-20T04:55:48.312719Z
26.6,72.0,6116,2025-09-20T05:00:50.333353Z
26.2,72.0,6161,2025-09-20T05:05:52.429886Z
26.1,72.0,6206,2025-09-20T05:10:58.641682Z
26.5,72.0,6251,2025-09-20T05:16:00.595973Z
26.6,72.0,6296,2025-09-20T05:21:02.583739Z
26.0,72.0,6341,2025-09-20T05:26:04.536435Z
26.0,72.0,6386,2025-09-20T05:31:06.476066Z
26.0,71.0,6431,2025-09-20T05:36:08.399029Z
26.8,72.0,6476,2025-09-20T05:41:13.909105Z
26.9,71.0,6521,2025-09-20T05:46:15.855452Z
26.0,72.0,6566,2025-09-20T05:51:17.818930Z
26.3,71.0,6611,2025-09-20T05:56:19.716602Z
26.3,72.0,6656,2025-09-20T06:01:21.694198Z
26.0,71.0,6701,2025-09-20T06:06:23.874366Z
26.6,71.0,6746,2025-09-20T06:11:30.137881Z
26.5,71.0,6791,2025-09-20T06:16:32.068881Z
26.3,71.0,6836,2025-09-20T06:21:34.002059Z
26.7,71.0,6881,2025-09-20T06:26:36.118577Z
26.7,71.0,6926,2025-09-20T06:31:38.119540Z
26.4,71.0,6971,2025-09-20T06:36:40.061986Z
26.2,72.0,7016,2025-09-20T06:41:46.203493Z
26.3,71.0,7061,2025-09-20T06:46:48.463441Z
26.7,72.0,7106,2025-09-20T06:51:50.471136Z
26.7,72.0,7151,2025-09-20T06:56:52.420926Z
26.3,72.0,7196,2025-09-20T07:01:54.430036Z
26.8,72.0,7241,2025-09-20T07:07:00.683640Z
26.1,72.0,7286,2025-09-20T07:12:02.605721Z
26.9,72.0,7331,2025-09-20T07:17:04.594608Z
26.9,72.0,7376,2025-09-20T07:22:08.609017Z
26.5,72.0,7421,2025-09-20T07:27:10.595068Z
26.5,72.0,7466,2025-09-20T07:32:12.600248Z
26.9,71.0,7511,2025-09-20T07:37:18.852056Z
26.2,72.0,7556,2025-09-20T07:42:20.827762Z
26.0,71.0,7601,2025-09-20T07:47:22.738083Z
26.6,72.0,7646,2025-09-20T07:52:24.709580Z
26.0,71.0,7691,2025-09-20T07:57:26.669013Z
26.8,72.0,7736,2025-09-20T08:02:28.671833Z
26.9,72.0,7781,2025-09-20T08:07:34.880787Z
26.0,71.0,7826,2025-09-20T08:12:36.988264Z
26.4,72.0,7871,2025-09-20T08:17:38.995914Z
26.0,72.0,7916,2025-09-20T08:22:41.188018Z
26.8,72.0,7961,2025-09-20T08:27:43.163837Z
26.9,71.0,8006,2025-09-20T08:32:45.116139Z
26.2,72.0,8051,2025-09-20T08:37:51.278260Z
26.5,72.0,8096,2025-09-20T08:42:53.225247Z
26.2,72.0,8141,2025-09-20T08:47:55.189976Z
26.9,72.0,8186,2025-09-20T08:52:57.147483Z
26.8,72.0,8231,2025-09-20T08:57:59.297902Z
26.8,72.0,8276,2025-09-20T09:03:01.950473Z
26.0,72.0,8321,2025-09-20T09:08:08.185307Z
26.1,72.0,8366,2025-09-20T09:13:10.167766Z
26.2,72.0,8411,2025-09-20T09:18:12.106986Z
26.1,72.0,8456,2025-09-20T09:23:14.044505Z
26.1,72.0,8501,2025-09-20T09:28:15.998099Z
26.9,72.0,8546,2025-09-20T09:33:17.945434Z
26.0,72.0,8591,2025-09-20T09:38:24.116752Z
26.4,72.0,8636,2025-09-20T09:43:26.076664Z
26.1,72.0,8681,2025-09-20T09:48:28.038092Z
26.4,72.0,8726,2025-09-20T09:53:30.023516Z
26.7,72.0,8771,2025-09-20T09:58:32.290594Z
26.8,72.0,8816,2025-09-20T10:03:34.260216Z
26.9,72.0,8860,2025-09-20T10:08:34.744805Z
26.5,72.0,8905,2025-09-20T10:13:36.695718Z
26.8,72.0,8950,2025-09-20T10:18:38.682376Z
26.5,72.0,8995,2025-09-20T10:23:40.657302Z
26.0,72.0,9040,2025-09-20T10:28:42.645983Z
26.9,72.0,9085,2025-09-20T10:33:44.629960Z
26.6,72.0,9130,2025-09-20T10:38:50.812128Z
26.2,72.0,9175,2025-09-20T10:43:52.837608Z
26.6,72.0,9220,2025-09-20T10:48:54.899656Z
26.0,72.0,9265,2025-09-20T10:53:56.843912Z
26.9,72.0,9310,2025-09-20T10:58:59.578088Z
26.9,72.0,9355,2025-09-20T11:04:01.570012Z
26.0,72.0,9400,2025-09-20T11:09:07.817440Z
26.4,72.0,9445,2025-09-20T11:14:09.809833Z
26.6,72.0,9490,2025-09-20T11:19:11.717000Z
26.7,72.0,9535,2025-09-20T11:24:13.668415Z
26.7,72.0,9580,2025-09-20T11:29:15.645635Z
26.0,72.0,9625,2025-09-20T11:34:17.730253Z
26.7,72.0,9670,2025-09-20T11:39:23.935058Z
26.0,72.0,9715,2025-09-20T11:44:25.896445Z
26.2,72.0,9760,2025-09-20T11:49:27.913123Z
26.6,72.0,9805,2025-09-20T11:54:29.830737Z
26.0,72.0,9850,2025-09-20T11:59:31.773337Z
26.3,72.0,9895,2025-09-20T12:04:33.819554Z
26.4,69.0,9905,2025-09-22T12:26:56.019127Z
26.9,68.0,9949,2025-09-22T12:31:57.273743Z
26.1,68.0,9994,2025-09-22T12:36:59.918494Z
27.8,66.0,10026,2025-09-24T17:00:40.813695Z
27.2,66.0,10071,2025-09-24T17:05:43.258641Z
27.9,66.0,10116,2025-09-24T17:10:45.920377Z
27.3,68.0,10138,2025-09-24T18:19:45.905527Z
27.1,67.0,10183,2025-09-24T18:24:48.267499Z
27.0,66.0,10228,2025-09-24T18:29:50.888457Z
27.5,66.0,10273,2025-09-24T18:34:55.264702Z
27.3,66.0,10318,2025-09-24T18:39:58.013127Z
27.5,66.0,10363,2025-09-24T18:45:00.259890Z
27.3,67.0,10408,2025-09-24T18:50:06.729088Z
27.6,66.0,10453,2025-09-24T18:55:09.249589Z
27.2,66.0,10498,2025-09-24T19:00:11.362324Z
27.3,66.0,10543,2025-09-24T19:05:13.592620Z
27.8,66.0,10588,2025-09-24T19:10:16.782517Z
27.1,66.0,10633,2025-09-24T19:15:19.103065Z
27.8,66.0,10677,2025-09-24T19:20:19.311054Z
27.1,65.0,10722,2025-09-24T19:25:22.089098Z
27.8,65.0,10767,2025-09-24T19:30:25.982133Z
27.7,65.0,10812,2025-09-24T19:35:28.404457Z
26.8,66.0,10857,2025-09-24T19:40:30.876812Z
27.8,65.0,10902,2025-09-24T19:45:34.029189Z
26.3,67.0,10946,2025-09-24T19:50:34.085979Z
26.5,67.0,10991,2025-09-24T19:55:37.068241Z
26.6,67.0,11036,2025-09-24T20:00:39.611927Z
26.9,68.0,11081,2025-09-24T20:05:41.864101Z
26.7,69.0,11126,2025-09-24T20:10:44.275022Z
26.2,68.0,11171,2025-09-24T20:15:46.443943Z
26.4,67.0,11216,2025-09-24T20:20:52.671013Z
26.3,67.0,11261,2025-09-24T20:25:54.766324Z
26.6,67.0,11306,2025-09-24T20:30:57.129284Z
26.3,67.0,11351,2025-09-24T20:35:59.338550Z
26.9,66.0,11396,2025-09-24T20:41:02.197276Z
26.7,66.0,11441,2025-09-24T20:46:04.456894Z
26.7,66.0,11486,2025-09-24T20:51:10.958040Z
27.4,66.0,11531,2025-09-24T20:56:13.211730Z
27.8,66.0,11576,2025-09-24T21:01:15.733099Z
27.8,67.0,11621,2025-09-24T21:06:18.064342Z
27.8,67.0,11666,2025-09-24T21:11:20.390833Z
26.2,67.0,11711,2025-09-24T21:16:22.790661Z
26.9,67.0,11756,2025-09-24T21:21:29.153105Z
26.3,67.0,11801,2025-09-24T21:26:31.376022Z
26.8,67.0,11846,2025-09-24T21:31:33.660435Z
26.4,67.0,11891,2025-09-24T21:36:36.214483Z
26.6,67.0,11936,2025-09-24T21:41:38.685013Z
26.3,67.0,11981,2025-09-24T21:46:41.123337Z
26.4,67.0,12026,2025-09-24T21:51:47.717908Z
26.6,67.0,12071,2025-09-24T21:56:50.363110Z
26.5,67.0,12116,2025-09-24T22:01:52.616768Z
26.5,68.0,12161,2025-09-24T22:06:55.413709Z
26.6,68.0,12206,2025-09-24T22:11:57.614358Z
26.5,68.0,12251,2025-09-24T22:16:59.734296Z
26.2,68.0,12296,2025-09-24T22:22:05.473510Z
26.2,68.0,12341,2025-09-24T22:27:08.420864Z
26.2,68.0,12386,2025-09-24T22:32:11.062607Z
26.1,68.0,12431,2025-09-24T22:37:13.442007Z
26.1,68.0,12476,2025-09-24T22:42:15.623745Z
26.7,68.0,12521,2025-09-24T22:47:17.862744Z
26.2,68.0,12566,2025-09-24T22:52:24.063476Z
26.3,68.0,12611,2025-09-24T22:57:26.250918Z
26.1,68.0,12656,2025-09-24T23:02:28.521504Z
26.4,68.0,12701,2025-09-24T23:07:30.607395Z
26.9,68.0,12746,2025-09-24T23:12:33.659444Z
26.0,68.0,12791,2025-09-24T23:17:35.846770Z
26.3,68.0,12836,2025-09-24T23:22:42.328141Z
26.9,68.0,12881,2025-09-24T23:27:44.597155Z
26.3,68.0,12926,2025-09-24T23:32:46.820452Z
26.0,68.0,12971,2025-09-24T23:37:48.979045Z
26.0,68.0,13016,2025-09-24T23:42:51.446802Z
26.2,68.0,13061,2025-09-24T23:47:53.592965Z
26.0,68.0,13106,2025-09-24T23:53:00.071032Z
26.1,68.0,13151,2025-09-24T23:58:02.338492Z
26.2,68.0,13196,2025-09-25T00:03:06.144175Z
26.8,68.0,13241,2025-09-25T00:08:08.599046Z
26.2,68.0,13286,2025-09-25T00:13:10.743162Z
26.0,68.0,13331,2025-09-25T00:18:12.897181Z
26.0,68.0,13376,2025-09-25T00:23:19.383212Z
26.8,68.0,13421,2025-09-25T00:28:21.480368Z
26.0,68.0,13466,2025-09-25T00:33:23.760496Z
26.3,68.0,13511,2025-09-25T00:38:25.944610Z
26.3,68.0,13556,2025-09-25T00:43:28.157190Z
26.7,68.0,13601,2025-09-25T00:48:30.279796Z
26.2,68.0,13646,2025-09-25T00:53:36.715629Z
26.0,68.0,13691,2025-09-25T00:58:39.137656Z
26.9,68.0,13736,2025-09-25T01:03:41.386006Z
26.7,68.0,13781,2025-09-25T01:08:43.629144Z
26.0,68.0,13826,2025-09-25T01:13:45.867761Z
26.8,68.0,13871,2025-09-25T01:18:48.373936Z
26.0,68.0,13916,2025-09-25T01:23:54.192306Z
26.3,68.0,13961,2025-09-25T01:28:56.575238Z
26.1,68.0,14006,2025-09-25T01:33:58.745935Z
26.6,68.0,14051,2025-09-25T01:39:00.928197Z
26.2,68.0,14096,2025-09-25T01:44:03.240068Z
26.0,68.0,14141,2025-09-25T01:49:05.467330Z
26.3,68.0,14186,2025-09-25T01:54:11.659704Z
26.5,68.0,14231,2025-09-25T01:59:14.379632Z
26.0,68.0,14276,2025-09-25T02:04:17.359870Z
26.6,68.0,14321,2025-09-25T02:09:20.335029Z
26.6,68.0,14366,2025-09-25T02:14:22.612857Z
26.9,68.0,14411,2025-09-25T02:19:24.852306Z
26.8,68.0,14456,2025-09-25T02:24:31.471599Z
26.7,68.0,14501,2025-09-25T02:29:33.820029Z
26.4,68.0,14546,2025-09-25T02:34:36.250495Z
26.1,68.0,14591,2025-09-25T02:39:38.381632Z
26.1,68.0,14636,2025-09-25T02:44:40.529757Z
26.3,68.0,14681,2025-09-25T02:49:42.798550Z
26.8,68.0,14726,2025-09-25T02:54:48.582828Z
26.2,68.0,14771,2025-09-25T02:59:50.876747Z
26.1,68.0,14816,2025-09-25T03:04:56.169058Z
26.7,68.0,14861,2025-09-25T03:09:58.778065Z
26.2,68.0,14906,2025-09-25T03:15:01.331797Z
26.0,68.0,14951,2025-09-25T03:20:04.156700Z
26.8,68.0,14996,2025-09-25T03:25:10.642529Z
26.9,68.0,15041,2025-09-25T03:30:12.978591Z
26.4,68.0,15086,2025-09-25T03:35:15.758584Z
26.6,68.0,15131,2025-09-25T03:40:18.426682Z
26.3,68.0,15176,2025-09-25T03:45:23.775449Z
26.3,68.0,15221,2025-09-25T03:50:26.354659Z
26.1,68.0,15266,2025-09-25T03:55:32.998011Z
26.4,68.0,15311,2025-09-25T04:00:35.605143Z
26.2,68.0,15356,2025-09-25T04:05:37.914037Z
26.1,68.0,15401,2025-09-25T04:10:40.247053Z
26.1,68.0,15446,2025-09-25T04:15:42.956322Z
26.9,68.0,15491,2025-09-25T04:20:45.347073Z
26.5,68.0,15536,2025-09-25T04:25:51.777554Z
26.2,68.0,15581,2025-09-25T04:30:54.048250Z
26.8,68.0,15626,2025-09-25T04:35:56.311206Z
26.7,68.0,15671,2025-09-25T04:40:58.493090Z
26.4,68.0,15716,2025-09-25T04:46:00.676502Z
26.5,68.0,15761,2025-09-25T04:51:02.915739Z
26.1,68.0,15806,2025-09-25T04:56:09.472219Z
26.3,67.0,15851,2025-09-25T05:01:11.833345Z
26.6,68.0,15896,2025-09-25T05:06:14.010325Z
26.1,67.0,15941,2025-09-25T05:11:16.236917Z
26.0,67.0,15975,2025-09-25T05:16:31.206258Z
26.8,67.0,16003,2025-09-25T05:21:45.131196Z
26.1,67.0,16047,2025-09-25T05:26:45.649565Z
26.8,67.0,16092,2025-09-25T05:31:48.026389Z
26.6,67.0,16137,2025-09-25T05:36:50.176798Z
26.6,68.0,16182,2025-09-25T05:41:52.331145Z
26.5,68.0,16227,2025-09-25T05:46:54.420690Z
26.0,68.0,16272,2025-09-25T05:52:00.853574Z
26.1,68.0,16317,2025-09-25T05:57:02.973205Z
26.6,68.0,16362,2025-09-25T06:02:05.437481Z
26.1,67.0,16407,2025-09-25T06:07:08.034562Z
26.0,67.0,16452,2025-09-25T06:12:10.283034Z
26.5,68.0,16497,2025-09-25T06:17:12.454499Z
26.9,68.0,16542,2025-09-25T06:22:18.326096Z
26.1,68.0,16587,2025-09-25T06:27:20.453591Z
26.7,67.0,16632,2025-09-25T06:32:22.676799Z
26.6,67.0,16677,2025-09-25T06:37:24.887703Z
26.7,68.0,16722,2025-09-25T06:42:27.067158Z
26.2,67.0,16767,2025-09-25T06:47:29.229025Z
26.2,67.0,16812,2025-09-25T06:52:35.778573Z
26.1,68.0,16857,2025-09-25T06:57:37.963508Z
26.6,68.0,16902,2025-09-25T07:02:40.145798Z
26.4,68.0,16947,2025-09-25T07:07:42.327447Z
26.1,67.0,16992,2025-09-25T07:12:44.772601Z
26.8,67.0,17037,2025-09-25T07:17:46.861108Z
26.8,67.0,17082,2025-09-25T07:22:53.264172Z
26.2,67.0,17127,2025-09-25T07:27:55.395787Z
26.8,67.0,17172,2025-09-25T07:32:57.543103Z
26.1,68.0,17217,2025-09-25T07:37:59.973015Z
26.2,67.0,17262,2025-09-25T07:43:02.093163Z
26.9,67.0,17307,2025-09-25T07:48:04.294727Z
26.5,67.0,17352,2025-09-25T07:53:10.702395Z
26.8,67.0,17397,2025-09-25T07:58:13.489919Z
26.7,67.0,17442,2025-09-25T08:03:15.784740Z
26.5,67.0,17487,2025-09-25T08:08:18.311434Z
26.4,67.0,17532,2025-09-25T08:13:20.673560Z
26.2,67.0,17577,2025-09-25T08:18:22.794037Z
26.5,67.0,17622,2025-09-25T08:23:28.577392Z
26.6,67.0,17667,2025-09-25T08:28:30.957380Z
26.6,67.0,17712,2025-09-25T08:33:33.720287Z
26.6,67.0,17757,2025-09-25T08:38:35.961151Z
26.3,67.0,17802,2025-09-25T08:43:38.405967Z
26.6,67.0,17847,2025-09-25T08:48:40.659779Z
26.8,67.0,17892,2025-09-25T08:53:47.151020Z
26.8,67.0,17937,2025-09-25T08:58:49.273621Z
26.5,67.0,17982,2025-09-25T09:03:52.176631Z
26.6,67.0,18027,2025-09-25T09:08:54.302804Z
26.5,67.0,18072,2025-09-25T09:13:56.497642Z
26.9,67.0,18117,2025-09-25T09:18:58.694359Z
26.5,67.0,18162,2025-09-25T09:24:05.053539Z
26.1,67.0,18207,2025-09-25T09:29:07.377770Z
26.1,67.0,18252,2025-09-25T09:34:09.499410Z
26.7,67.0,18297,2025-09-25T09:39:11.623945Z
26.4,67.0,18342,2025-09-25T09:44:13.761631Z
26.5,67.0,18387,2025-09-25T09:49:15.898171Z
26.1,68.0,18432,2025-09-25T09:54:22.350355Z
26.4,68.0,18477,2025-09-25T09:59:24.774724Z
26.5,67.0,18522,2025-09-25T10:04:27.917437Z
26.3,68.0,18567,2025-09-25T10:09:30.145293Z
26.5,68.0,18612,2025-09-25T10:14:32.382373Z
26.1,68.0,18657,2025-09-25T10:19:34.950806Z
26.3,68.0,18702,2025-09-25T10:24:40.815037Z
26.9,68.0,18747,2025-09-25T10:29:43.004386Z
26.6,68.0,18792,2025-09-25T10:34:45.324736Z
26.4,68.0,18837,2025-09-25T10:39:47.489339Z
26.1,68.0,18882,2025-09-25T10:44:49.729857Z
26.6,68.0,18927,2025-09-25T10:49:51.844962Z
26.2,68.0,18971,2025-09-25T10:54:51.928789Z
26.7,68.0,19016,2025-09-25T10:59:54.242701Z
26.1,68.0,19061,2025-09-25T11:04:56.882323Z
26.3,68.0,19106,2025-09-25T11:09:59.449784Z
26.3,68.0,19151,2025-09-25T11:15:02.281021Z
26.9,68.0,19196,2025-09-25T11:20:04.834886Z
26.6,68.0,19240,2025-09-25T11:25:05.362328Z
26.5,68.0,19285,2025-09-25T11:30:08.084286Z
26.9,68.0,19330,2025-09-25T11:35:10.992821Z
26.5,67.0,19375,2025-09-25T11:40:13.618329Z
26.7,67.0,19420,2025-09-25T11:45:16.960607Z
26.8,68.0,19465,2025-09-25T11:50:19.213632Z
26.7,68.0,19510,2025-09-25T11:55:25.387883Z
26.4,68.0,19555,2025-09-25T12:00:27.928299Z
26.3,67.0,19600,2025-09-25T12:05:30.794459Z
26.9,67.0,19645,2025-09-25T12:10:33.687243Z
26.7,67.0,19690,2025-09-25T12:15:36.434317Z
26.0,67.0,19735,2025-09-25T12:20:39.168616Z
26.9,67.0,19779,2025-09-25T12:25:39.713110Z
26.3,67.0,19824,2025-09-25T12:30:42.986552Z
26.5,67.0,19869,2025-09-25T12:35:45.263377Z
26.7,67.0,19914,2025-09-25T12:40:48.196108Z
27.2,66.0,19959,2025-09-25T12:45:50.556032Z
27.5,65.0,20004,2025-09-25T12:50:52.992863Z
26.4,66.0,20048,2025-09-25T12:55:53.794972Z
26.5,66.0,20093,2025-09-25T13:00:56.502612Z
26.3,66.0,20138,2025-09-25T13:05:58.644842Z
26.6,66.0,20183,2025-09-25T13:11:01.100304Z
26.9,65.0,20228,2025-09-25T13:16:03.316031Z
0.5,0.0,20260,2025-09-25T13:23:44.122390Z
31.0,53.0,20305,2025-09-25T13:28:46.714547Z
32.0,51.0,20350,2025-09-25T13:33:50.277941Z
32.9,51.0,20395,2025-09-25T13:38:53.078138Z
32.3,52.0,20440,2025-09-25T13:43:55.676446Z
33.1,51.0,20485,2025-09-25T13:48:58.931375Z
33.5,50.0,20529,2025-09-25T13:54:02.115222Z
33.1,51.0,20574,2025-09-25T13:59:05.333634Z
33.7,50.0,20619,2025-09-25T14:04:10.158643Z
33.1,50.0,20664,2025-09-25T14:09:15.723535Z
33.2,50.0,20708,2025-09-25T14:14:16.558083Z
33.6,50.0,20752,2025-09-25T14:19:16.833175Z
33.1,49.0,20796,2025-09-25T14:24:21.321252Z
33.8,49.0,20841,2025-09-25T14:29:25.204961Z
33.7,50.0,20885,2025-09-25T14:34:25.475982Z
33.4,50.0,20929,2025-09-25T14:39:26.099864Z
33.1,50.0,20974,2025-09-25T14:44:30.426517Z
33.5,51.0,21019,2025-09-25T14:49:33.926591Z
33.3,51.0,21063,2025-09-25T14:54:34.583256Z
33.4,51.0,21108,2025-09-25T14:59:39.187477Z
33.8,50.0,21153,2025-09-25T15:04:42.029697Z
33.0,50.0,21198,2025-09-25T15:09:44.764242Z
33.4,50.0,21243,2025-09-25T15:14:47.277611Z
33.0,50.0,21288,2025-09-25T15:19:49.914240Z
33.2,50.0,21332,2025-09-25T15:24:50.610244Z
33.7,50.0,21377,2025-09-25T15:29:54.432221Z
33.7,50.0,21422,2025-09-25T15:34:58.669474Z
33.0,50.0,21466,2025-09-25T15:40:00.924218Z
33.4,50.0,21511,2025-09-25T15:45:03.669822Z
